ts_iso,ts_epoch,event,market_slug,event_url,market_url,price_prev,mid_before,mid,delta,abs_delta,z,abs_z,direction_strength,signal,volume,best_bid,best_ask,spread,percentile,severity,burst,trade_hint,regime,game_phase
2026-02-16T21:01:32Z,1771275692,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31450,0.31000,0.31400,0.00400,0.00400,1.86,1.86,0.007430,SPIKE,35873,0.3070,0.3210,0.01400,98%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:07:22Z,1771276042,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17450,0.17500,0.17050,-0.00450,0.00450,-1.92,1.92,-0.008631,DIP,52,0.1490,0.1920,0.04300,99%,WATCH,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:08:10Z,1771276090,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.30800,0.30800,0.30350,-0.00450,0.00450,-3.56,3.56,-0.015998,DIP,39892,0.2970,0.3100,0.01300,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:08:10Z,1771276090,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.30350,0.30800,0.30400,-0.00400,0.00400,-2.89,2.89,-0.011541,DIP,39892,0.2980,0.3100,0.01200,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:08:23Z,1771276103,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17050,0.17550,0.17050,-0.00500,0.00500,-1.64,1.64,-0.008223,DIP,52,0.1490,0.1920,0.04300,100%,WATCH,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:09:34Z,1771276174,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17550,0.17500,0.17050,-0.00450,0.00450,-1.54,1.54,-0.006920,DIP,52,0.1490,0.1920,0.04300,99%,WATCH,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:09:42Z,1771276182,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.30750,0.30800,0.31300,0.00500,0.00500,4.03,4.03,0.020166,SPIKE,44663,0.3040,0.3220,0.01800,100%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:09:42Z,1771276182,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31300,0.30750,0.31250,0.00500,0.00500,3.23,3.23,0.016169,SPIKE,44663,0.3040,0.3210,0.01700,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:09:53Z,1771276193,Norfolk State vs. Maryland Eastern Shore,aec-cbb-norfst-mdes-2026-02-16,https://polymarket.us/event/aec-cbb-norfst-mdes-2026-02-16,https://polymarket.us/market/aec-cbb-norfst-mdes-2026-02-16,0.53350,0.53200,0.53550,0.00350,0.00350,2.01,2.01,0.007025,SPIKE,10416,0.5310,0.5400,0.00900,97%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:09:56Z,1771276196,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31350,0.31250,0.30900,-0.00350,0.00350,-1.22,1.22,-0.004254,DIP,44667,0.3060,0.3120,0.00600,97%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:10:34Z,1771276234,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17050,0.17550,0.17050,-0.00500,0.00500,-1.44,1.44,-0.007199,DIP,52,0.1490,0.1920,0.04300,100%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:11:35Z,1771276295,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17050,0.17550,0.17050,-0.00500,0.00500,-1.37,1.37,-0.006855,DIP,52,0.1490,0.1920,0.04300,100%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:13:07Z,1771276387,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31100,0.30850,0.31150,0.00300,0.00300,1.48,1.48,0.004428,SPIKE,46200,0.3090,0.3140,0.00500,98%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:13:10Z,1771276390,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17550,0.17500,0.17050,-0.00450,0.00450,-1.35,1.35,-0.006097,DIP,52,0.1490,0.1920,0.04300,99%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:15:51Z,1771276551,UCLA vs. Michigan State,aec-cbb-ucla-mst-2026-02-17,https://polymarket.us/event/aec-cbb-ucla-mst-2026-02-17,https://polymarket.us/market/aec-cbb-ucla-mst-2026-02-17,0.17200,0.17100,0.17450,0.00350,0.00350,4.97,4.97,0.017390,SPIKE,7,0.1680,0.1810,0.01300,99%,ALERT,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:16:22Z,1771276582,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17550,0.17500,0.17050,-0.00450,0.00450,-1.35,1.35,-0.006055,DIP,52,0.1490,0.1920,0.04300,99%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:17:10Z,1771276630,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31100,0.31150,0.31450,0.00300,0.00300,4.10,4.10,0.012308,SPIKE,49939,0.3090,0.3200,0.01100,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:17:17Z,1771276637,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28700,0.28400,0.27400,-0.01000,0.01000,-2.64,2.64,-0.026447,DIP,1585,0.2600,0.2880,0.02800,100%,WATCH,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:17:17Z,1771276637,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28400,0.27400,0.26600,-0.00800,0.00800,-2.73,2.73,-0.021848,DIP,1585,0.2440,0.2880,0.04400,100%,WATCH,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:17:17Z,1771276637,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.26600,0.26500,0.25800,-0.00700,0.00700,-2.34,2.34,-0.016408,DIP,1585,0.2280,0.2880,0.06000,100%,WATCH,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:17:37Z,1771276657,Houston vs. Iowa State,aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/event/aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/market/aec-cbb-hou-iowast-2026-02-16,0.41950,0.41550,0.41950,0.00400,0.00400,2.04,2.04,0.008167,SPIKE,44735,0.4190,0.4200,0.00100,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:05Z,1771276745,Colgate vs. Boston,aec-cbb-colg-bostu-2026-02-16,https://polymarket.us/event/aec-cbb-colg-bostu-2026-02-16,https://polymarket.us/market/aec-cbb-colg-bostu-2026-02-16,0.56950,0.57300,0.56950,-0.00350,0.00350,-1.63,1.63,-0.005709,DIP,29399,0.5690,0.5700,0.00100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:18Z,1771276758,Houston vs. Iowa State,aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/event/aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/market/aec-cbb-hou-iowast-2026-02-16,0.41950,0.41550,0.41950,0.00400,0.00400,1.69,1.69,0.006769,SPIKE,47306,0.4190,0.4200,0.00100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:20Z,1771276760,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31800,0.31850,0.32200,0.00350,0.00350,4.55,4.55,0.015923,SPIKE,52449,0.3160,0.3280,0.01200,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:24Z,1771276764,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31850,0.32200,0.31900,-0.00300,0.00300,2.48,2.48,-0.007451,DIP,52449,0.3160,0.3220,0.00600,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:38Z,1771276778,Houston vs. Iowa State,aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/event/aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/market/aec-cbb-hou-iowast-2026-02-16,0.41950,0.42000,0.41450,-0.00550,0.00550,-1.25,1.25,-0.006862,DIP,47330,0.4100,0.4190,0.00900,100%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:43Z,1771276783,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31950,0.32000,0.32350,0.00350,0.00350,2.95,2.95,0.010320,SPIKE,52671,0.3190,0.3280,0.00900,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:48Z,1771276788,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.27350,0.27400,0.28400,0.01000,0.01000,3.50,3.50,0.034991,SPIKE,1585,0.2800,0.2880,0.00800,100%,ALERT,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:19:49Z,1771276789,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32350,0.32400,0.32100,-0.00300,0.00300,1.63,1.63,-0.004882,DIP,52671,0.3200,0.3220,0.00200,98%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:19:53Z,1771276793,Houston vs. Iowa State,aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/event/aec-cbb-hou-iowast-2026-02-16,https://polymarket.us/market/aec-cbb-hou-iowast-2026-02-16,0.41600,0.41850,0.41450,-0.00400,0.00400,-1.21,1.21,-0.004855,DIP,47364,0.4100,0.4190,0.00900,99%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:20:06Z,1771276806,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.27400,0.28400,0.28700,0.00300,0.00300,3.58,3.58,0.010755,SPIKE,1585,0.2800,0.2940,0.01400,98%,ALERT,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:20:07Z,1771276807,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28400,0.28700,0.28050,-0.00650,0.00650,2.23,2.23,-0.014525,DIP,1585,0.2800,0.2810,0.00100,100%,WATCH,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:20:09Z,1771276809,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32150,0.32150,0.32450,0.00300,0.00300,2.39,2.39,0.007159,SPIKE,53164,0.3210,0.3280,0.00700,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:21:22Z,1771276882,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28700,0.28050,0.28700,0.00650,0.00650,3.08,3.08,0.020032,SPIKE,1585,0.2800,0.2940,0.01400,100%,ALERT,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:21:27Z,1771276887,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28050,0.28700,0.29100,0.00400,0.00400,3.33,3.33,0.013322,SPIKE,1585,0.2880,0.2940,0.00600,99%,ALERT,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:21:31Z,1771276891,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.28700,0.29100,0.27800,-0.01300,0.01300,1.26,1.26,-0.016336,DIP,1724,0.2620,0.2940,0.03200,100%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:21:31Z,1771276891,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.27800,0.27850,0.29100,0.01250,0.01250,2.85,2.85,0.035676,SPIKE,1724,0.2880,0.2940,0.00600,100%,WATCH,,FADE,MEAN_REVERT,PRE_GAME
2026-02-16T21:22:02Z,1771276922,North Carolina vs. North Carolina State,aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/event/aec-cbb-ncar-ncst-2026-02-17,https://polymarket.us/market/aec-cbb-ncar-ncst-2026-02-17,0.26800,0.27850,0.28150,0.00300,0.00300,1.40,1.40,0.004188,SPIKE,1824,0.2620,0.3010,0.03900,98%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:24:17Z,1771277057,Bethune-Cookman vs. Jackson State,aec-cbb-bcook-jackst-2026-02-16,https://polymarket.us/event/aec-cbb-bcook-jackst-2026-02-16,https://polymarket.us/market/aec-cbb-bcook-jackst-2026-02-16,0.68250,0.68250,0.67900,-0.00350,0.00350,-3.35,3.35,-0.011722,DIP,19717,0.6780,0.6800,0.00200,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:25:26Z,1771277126,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32650,0.32800,0.33150,0.00350,0.00350,2.38,2.38,0.008338,SPIKE,57769,0.3240,0.3390,0.01500,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:26:39Z,1771277199,Norfolk State vs. Maryland Eastern Shore,aec-cbb-norfst-mdes-2026-02-16,https://polymarket.us/event/aec-cbb-norfst-mdes-2026-02-16,https://polymarket.us/market/aec-cbb-norfst-mdes-2026-02-16,0.53200,0.53250,0.53750,0.00500,0.00500,1.88,1.88,0.009399,SPIKE,10544,0.5370,0.5380,0.00100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:03Z,1771277403,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32850,0.32800,0.32150,-0.00650,0.00650,-6.33,6.33,-0.041177,DIP,59382,0.3210,0.3220,0.00100,100%,ALERT,MEAN_REVERSION,TREND,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:04Z,1771277404,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32800,0.32150,0.32650,0.00500,0.00500,-1.65,1.65,0.008247,SPIKE,59382,0.3210,0.3320,0.01100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:11Z,1771277411,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17550,0.17500,0.17950,0.00450,0.00450,1.56,1.56,0.007021,SPIKE,52,0.1580,0.2010,0.04300,99%,WATCH,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:30:20Z,1771277420,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17500,0.17550,0.17000,-0.00550,0.00550,-1.57,1.57,-0.008610,DIP,52,0.1480,0.1920,0.04400,100%,WATCH,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:30:24Z,1771277424,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32400,0.32600,0.32150,-0.00450,0.00450,-3.99,3.99,-0.017968,DIP,59398,0.3130,0.3300,0.01700,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:27Z,1771277427,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32450,0.32450,0.31900,-0.00550,0.00550,-4.64,4.64,-0.025504,DIP,59398,0.3080,0.3300,0.02200,100%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:28Z,1771277428,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32050,0.32150,0.31700,-0.00450,0.00450,-3.52,3.52,-0.015822,DIP,59398,0.3120,0.3220,0.01000,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:29Z,1771277429,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31950,0.32000,0.31650,-0.00350,0.00350,-2.42,2.42,-0.008465,DIP,59398,0.3110,0.3220,0.01100,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:34Z,1771277434,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32500,0.32450,0.32000,-0.00450,0.00450,-0.97,0.97,-0.004372,DIP,59398,0.3110,0.3290,0.01800,100%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:35Z,1771277435,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32250,0.32350,0.32050,-0.00300,0.00300,-1.62,1.62,-0.004858,DIP,59537,0.3100,0.3310,0.02100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:36Z,1771277436,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31950,0.32350,0.32000,-0.00350,0.00350,-1.79,1.79,-0.006251,DIP,59537,0.3110,0.3290,0.01800,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:30:52Z,1771277452,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32050,0.32250,0.31950,-0.00300,0.00300,-1.71,1.71,-0.005132,DIP,62033,0.3140,0.3250,0.01100,99%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:31:12Z,1771277472,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17050,0.17550,0.17050,-0.00500,0.00500,-1.31,1.31,-0.006543,DIP,52,0.1490,0.1920,0.04300,100%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:33:08Z,1771277588,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17550,0.17500,0.17050,-0.00450,0.00450,-1.31,1.31,-0.005886,DIP,52,0.1490,0.1920,0.04300,99%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:34:09Z,1771277649,Ball State vs. Ohio,aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/event/aec-cbb-ballst-ohio-2026-02-17,https://polymarket.us/market/aec-cbb-ballst-ohio-2026-02-17,0.17050,0.17550,0.17050,-0.00500,0.00500,-1.29,1.29,-0.006434,DIP,52,0.1490,0.1920,0.04300,100%,INFO,,,MEAN_REVERT,PRE_GAME
2026-02-16T21:34:58Z,1771277698,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32350,0.32400,0.31950,-0.00450,0.00450,-3.59,3.59,-0.016166,DIP,63723,0.3170,0.3220,0.00500,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:35:15Z,1771277715,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32100,0.32350,0.31850,-0.00500,0.00500,-1.50,1.50,-0.007514,DIP,63753,0.3150,0.3220,0.00700,100%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:35:17Z,1771277717,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.31950,0.32100,0.32400,0.00300,0.00300,1.47,1.47,0.004424,SPIKE,63753,0.3160,0.3320,0.01600,98%,INFO,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:35:40Z,1771277740,New Orleans vs. Incarnate Word,aec-cbb-no-incar-2026-02-16,https://polymarket.us/event/aec-cbb-no-incar-2026-02-16,https://polymarket.us/market/aec-cbb-no-incar-2026-02-16,0.44150,0.44150,0.44450,0.00300,0.00300,2.26,2.26,0.006768,SPIKE,15672,0.4410,0.4480,0.00700,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:35:54Z,1771277754,McNeese State vs. Northwestern State,aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/event/aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/market/aec-cbb-mcnst-nwst-2026-02-16,0.91150,0.91250,0.91600,0.00350,0.00350,2.94,2.94,0.010276,SPIKE,13223,0.9130,0.9190,0.00600,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:35:54Z,1771277754,McNeese State vs. Northwestern State,aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/event/aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/market/aec-cbb-mcnst-nwst-2026-02-16,0.91250,0.91600,0.91950,0.00350,0.00350,2.86,2.86,0.010015,SPIKE,13223,0.9140,0.9250,0.01100,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN
2026-02-16T21:36:00Z,1771277760,McNeese State vs. Northwestern State,aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/event/aec-cbb-mcnst-nwst-2026-02-16,https://polymarket.us/market/aec-cbb-mcnst-nwst-2026-02-16,0.91450,0.91600,0.91950,0.00350,0.00350,1.60,1.60,0.005614,SPIKE,13223,0.9140,0.9250,0.01100,98%,WATCH,,,MEAN_REVERT,UNKNOWN
2026-02-16T21:36:13Z,1771277773,Coppin State vs. South Carolina State,aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/event/aec-cbb-coppst-scarst-2026-02-16,https://polymarket.us/market/aec-cbb-coppst-scarst-2026-02-16,0.32300,0.32150,0.31850,-0.00300,0.00300,-4.34,4.34,-0.013006,DIP,64092,0.3150,0.3220,0.00700,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN
