ts_iso,ts_epoch,event,market_slug,event_url,market_url,price_prev,mid_before,mid,delta,abs_delta,z,abs_z,direction_strength,signal,volume,best_bid,best_ask,spread,percentile,severity,burst,trade_hint,regime,game_phase,pm_period,pm_score_diff
2026-02-22T19:48:57Z,1771789737,Rice vs. Tulane,aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/event/aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/market/aec-cbb-rice-tulane-2026-02-22,0.35500,0.35000,0.35500,0.00500,0.00500,1.65,1.65,0.008255,SPIKE,26284,0.3400,0.3700,0.03000,100%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:48:57Z,1771789737,Rice vs. Tulane,aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/event/aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/market/aec-cbb-rice-tulane-2026-02-22,0.35000,0.35500,0.37000,0.01500,0.01500,2.85,2.85,0.042792,SPIKE,26284,0.3400,0.4000,0.06000,100%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:48:57Z,1771789737,Rice vs. Tulane,aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/event/aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/market/aec-cbb-rice-tulane-2026-02-22,0.35500,0.37000,0.36500,-0.00500,0.00500,1.75,1.75,-0.008744,DIP,26284,0.3400,0.3900,0.05000,99%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:48:57Z,1771789737,Rice vs. Tulane,aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/event/aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/market/aec-cbb-rice-tulane-2026-02-22,0.36500,0.36000,0.36500,0.00500,0.00500,1.48,1.48,0.007395,SPIKE,26284,0.3500,0.3800,0.03000,99%,INFO,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:48:59Z,1771789739,Rice vs. Tulane,aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/event/aec-cbb-rice-tulane-2026-02-22,https://polymarket.us/market/aec-cbb-rice-tulane-2026-02-22,0.36000,0.36500,0.37500,0.01000,0.01000,2.19,2.19,0.021924,SPIKE,26284,0.3700,0.3800,0.01000,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.48500,0.48000,0.47000,-0.01000,0.01000,-1.56,1.56,-0.015557,DIP,104143,0.4400,0.5000,0.06000,99%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.47000,0.47000,0.46000,-0.01000,0.01000,-2.08,2.08,-0.020850,DIP,104143,0.4400,0.4800,0.04000,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.47000,0.47000,0.46000,-0.01000,0.01000,-1.54,1.54,-0.015415,DIP,104293,0.4400,0.4800,0.04000,99%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.47000,0.46000,0.45500,-0.00500,0.00500,-1.79,1.79,-0.008953,DIP,104293,0.4300,0.4800,0.05000,92%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.45500,0.45500,0.45000,-0.00500,0.00500,-1.82,1.82,-0.009104,DIP,104293,0.4300,0.4700,0.04000,92%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.45500,0.45000,0.44500,-0.00500,0.00500,-1.96,1.96,-0.009800,DIP,104293,0.4200,0.4700,0.05000,92%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:00Z,1771789740,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.45000,0.44500,0.42000,-0.02500,0.02500,-2.91,2.91,-0.072863,DIP,104293,0.3700,0.4700,0.10000,100%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:03Z,1771789743,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.62000,0.62500,0.63500,0.01000,0.01000,1.26,1.26,0.012603,SPIKE,18801,0.6100,0.6600,0.05000,98%,INFO,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:03Z,1771789743,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.63500,0.62500,0.62000,-0.00500,0.00500,-0.98,0.98,-0.004924,DIP,18801,0.6000,0.6400,0.04000,90%,INFO,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:04Z,1771789744,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.62000,0.63000,0.62000,-0.01000,0.01000,-0.98,0.98,-0.009820,DIP,18801,0.6000,0.6400,0.04000,98%,INFO,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:05Z,1771789745,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.44500,0.42000,0.31500,-0.10500,0.10500,-4.16,4.16,-0.437084,DIP,104419,0.2500,0.3800,0.13000,100%,ALERT,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:05Z,1771789745,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.63000,0.62000,0.60500,-0.01500,0.01500,-2.52,2.52,-0.037861,DIP,18801,0.5900,0.6200,0.03000,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:05Z,1771789745,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.62000,0.60500,0.60000,-0.00500,0.00500,-2.44,2.44,-0.012178,DIP,18801,0.5800,0.6200,0.04000,86%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:05Z,1771789745,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.42000,0.31500,0.31000,-0.00500,0.00500,-3.17,3.17,-0.015828,DIP,104419,0.2500,0.3700,0.12000,86%,ALERT,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:05Z,1771789745,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.31500,0.31000,0.26000,-0.05000,0.05000,-3.17,3.17,-0.158727,DIP,104419,0.2500,0.2700,0.02000,99%,ALERT,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:06Z,1771789746,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.60500,0.60000,0.59000,-0.01000,0.01000,-2.62,2.62,-0.026166,DIP,18801,0.5800,0.6000,0.02000,96%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:07Z,1771789747,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.31000,0.26000,0.24500,-0.01500,0.01500,-2.79,2.79,-0.041847,DIP,104419,0.2300,0.2600,0.03000,98%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:07Z,1771789747,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.26000,0.24500,0.23000,-0.01500,0.01500,-2.55,2.55,-0.038287,DIP,104419,0.1900,0.2700,0.08000,96%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:07Z,1771789747,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.24500,0.23000,0.24500,0.01500,0.01500,-2.12,2.12,0.031781,SPIKE,104419,0.2200,0.2700,0.05000,96%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:07Z,1771789747,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.23000,0.24500,0.24000,-0.00500,0.00500,-1.98,1.98,-0.009918,DIP,104419,0.2200,0.2600,0.04000,84%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:07Z,1771789747,Green Bay vs. Detroit,aec-cbb-gb-det-2026-02-22,https://polymarket.us/event/aec-cbb-gb-det-2026-02-22,https://polymarket.us/market/aec-cbb-gb-det-2026-02-22,0.44000,0.43500,0.40500,-0.03000,0.03000,-2.27,2.27,-0.067976,DIP,119552,0.3600,0.4500,0.09000,99%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:08Z,1771789748,Green Bay vs. Detroit,aec-cbb-gb-det-2026-02-22,https://polymarket.us/event/aec-cbb-gb-det-2026-02-22,https://polymarket.us/market/aec-cbb-gb-det-2026-02-22,0.43500,0.40500,0.41000,0.00500,0.00500,-1.65,1.65,0.008275,SPIKE,119552,0.3700,0.4500,0.08000,83%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:08Z,1771789748,Sacred Heart vs. Marist,aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/event/aec-cbb-sacred-marist-2026-02-22,https://polymarket.us/market/aec-cbb-sacred-marist-2026-02-22,0.24500,0.24000,0.24500,0.00500,0.00500,-1.79,1.79,0.008941,SPIKE,104419,0.2300,0.2600,0.03000,83%,WATCH,,,MEAN_REVERT,UNKNOWN,,
2026-02-22T19:49:08Z,1771789748,Canisius vs. Mount St. Mary's,aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/event/aec-cbb-cans-mstm-2026-02-22,https://polymarket.us/market/aec-cbb-cans-mstm-2026-02-22,0.60000,0.59000,0.58500,-0.00500,0.00500,-2.42,2.42,-0.012117,DIP,18801,0.5800,0.5900,0.01000,83%,WATCH,,FADE,MEAN_REVERT,UNKNOWN,,
